query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
blood test with data entry and unit selection,"[25151, 47504, 47501, 57505, 70706, 70705, 37821, 64939, 28111, 19249, 28106, 39287, 31788, 41104, 41116, 45400, 15987, 26562, 53187, 61736]",4.353527100000065,3493,120,3613,"{25151: 1.0, 47504: 0.7, 47501: 0.5, 57505: 0.4, 70706: 0.4, 70705: 0.3, 37821: 0.3, 64939: 0.3, 28111: 0.2, 19249: 0.2, 28106: 0.2, 39287: 0.1, 31788: 0.1, 41104: 0.0, 41116: 0.0, 45400: 0.0, 15987: 0.0, 26562: 0.0, 53187: 0.0, 61736: 0.0}"
profile window with a button to take a photo or select it from galary,"[1883, 46344, 52584, 38348, 28870, 36667, 43962, 38814, 38290, 63652, 13038, 56078, 24596, 19585, 29111, 63601, 63599, 14492, 34, 12865]",4.399669300000824,3517,120,3637,"{1883: 1.0, 46344: 1.0, 52584: 0.9, 38348: 0.8, 28870: 0.8, 36667: 0.8, 43962: 0.7, 38814: 0.7, 38290: 0.6, 63652: 0.4, 13038: 0.4, 56078: 0.2, 24596: 0.2, 19585: 0.0, 29111: 0.0, 63601: 0.0, 63599: 0.0, 14492: 0.0, 34: 0.0, 12865: 0.0}"
voice changer with many buttons,"[45268, 64422, 43372, 60021, 53403, 55271, 52821, 61544, 61201, 38432, 31727, 27391, 46993, 44680, 32898, 45162, 45489, 52822, 18567, 38430]",5.2355051999984425,3350,120,3470,"{45268: 0.8, 64422: 0.8, 43372: 0.4, 60021: 0.3, 53403: 0.3, 55271: 0.3, 52821: 0.2, 61544: 0.2, 61201: 0.2, 38432: 0.2, 31727: 0.2, 27391: 0.2, 46993: 0.1, 44680: 0.1, 32898: 0.1, 45162: 0.1, 45489: 0.1, 52822: 0.0, 18567: 0.0, 38430: 0.0}"
a list of songs,"[55483, 40380, 40384, 54771, 9672, 9680, 61572, 53287, 53292, 852, 9676, 53289, 9681, 26972, 29732, 53282, 9981, 48993, 47456, 70394]",4.392044799998985,3629,120,3749,"{55483: 1.0, 40380: 1.0, 40384: 1.0, 54771: 1.0, 9672: 0.9, 9680: 0.8, 61572: 0.8, 53287: 0.7, 53292: 0.7, 852: 0.7, 9676: 0.7, 53289: 0.6, 9681: 0.6, 26972: 0.5, 29732: 0.5, 53282: 0.5, 9981: 0.4, 48993: 0.4, 47456: 0.3, 70394: 0.2}"
Information with sharing and saving option,"[53446, 3772, 57917, 36879, 62888, 42402, 42407, 61684, 67334, 47400, 31172, 34569, 67440, 23149, 38513, 7260, 67673, 49332, 49344, 49336]",4.56444829999964,3303,120,3423,"{53446: 1.0, 3772: 0.9, 57917: 0.7, 36879: 0.6, 62888: 0.5, 42402: 0.5, 42407: 0.5, 61684: 0.4, 67334: 0.3, 47400: 0.3, 31172: 0.2, 34569: 0.2, 67440: 0.2, 23149: 0.2, 38513: 0.1, 7260: 0.1, 67673: 0.1, 49332: 0.1, 49344: 0.1, 49336: 0.0}"
"Shop for Men's,Women's and Kids","[479, 53496, 67659, 9506, 25923, 3495, 19033, 55910, 12421, 12424, 24213, 23941, 39575, 33044, 2453, 3526, 17860, 34549, 18147, 11267]",3.508888999996998,3732,120,3852,"{479: 1.0, 53496: 0.9, 67659: 0.9, 9506: 0.8, 25923: 0.8, 3495: 0.8, 19033: 0.7, 55910: 0.6, 12421: 0.3, 12424: 0.3, 24213: 0.3, 23941: 0.2, 39575: 0.2, 33044: 0.2, 2453: 0.2, 3526: 0.1, 17860: 0.1, 34549: 0.1, 18147: 0.0, 11267: 0.0}"
home page of dictionary with word of day,"[61315, 7799, 61333, 8146, 61345, 61344, 61339, 35614, 11593, 61348, 2266, 63971, 48413, 71913, 45665, 71905, 28481, 71902, 27819, 30659]",3.7828038000006927,3703,120,3823,"{61315: 1.0, 7799: 0.9, 61333: 0.8, 8146: 0.8, 61345: 0.7, 61344: 0.7, 61339: 0.7, 35614: 0.7, 11593: 0.7, 61348: 0.6, 2266: 0.4, 63971: 0.3, 48413: 0.3, 71913: 0.3, 45665: 0.2, 71905: 0.2, 28481: 0.2, 71902: 0.1, 27819: 0.0, 30659: 0.0}"
It display the Map with search bar,"[60544, 66555, 48325, 60543, 52129, 66563, 52816, 43743, 29647, 62878, 28540, 14689, 49178, 65263, 54527, 32239, 32246, 9978, 9970, 30729]",3.7827962000010302,3589,120,3709,"{60544: 1.0, 66555: 1.0, 48325: 1.0, 60543: 1.0, 52129: 0.9, 66563: 0.9, 52816: 0.8, 43743: 0.8, 29647: 0.8, 62878: 0.7, 28540: 0.7, 14689: 0.6, 49178: 0.3, 65263: 0.2, 54527: 0.1, 32239: 0.0, 32246: 0.0, 9978: 0.0, 9970: 0.0, 30729: 0.0}"
Tiny Scanner,"[60292, 64675, 62591, 66344, 64676, 60291, 42569, 33692, 60293, 6134, 59411, 66873, 58984, 33506, 6585, 1764, 42568, 6787, 60307, 68681]",3.678664999999455,3388,120,3508,"{60292: 1.0, 64675: 1.0, 62591: 0.9, 66344: 0.7, 64676: 0.7, 60291: 0.7, 42569: 0.4, 33692: 0.3, 60293: 0.3, 6134: 0.2, 59411: 0.2, 66873: 0.1, 58984: 0.1, 33506: 0.1, 6585: 0.0, 1764: 0.0, 42568: 0.0, 6787: 0.0, 60307: 0.0, 68681: 0.0}"
Login with radio button with calendar,"[22878, 47741, 22542, 29481, 59581, 59568, 65193, 9149, 33336, 54640, 35133, 35129, 64081, 59570, 71515, 59561, 71519, 35128, 9559, 71512]",3.8081745999952545,3388,120,3508,"{22878: 0.8, 47741: 0.6, 22542: 0.6, 29481: 0.6, 59581: 0.5, 59568: 0.5, 65193: 0.4, 9149: 0.4, 33336: 0.4, 54640: 0.4, 35133: 0.3, 35129: 0.3, 64081: 0.3, 59570: 0.2, 71515: 0.2, 59561: 0.1, 71519: 0.1, 35128: 0.1, 9559: 0.0, 71512: 0.0}"
sign up with welcome Bonus,"[34735, 34739, 57558, 66116, 35776, 10119, 15879, 42979, 43632, 41205, 36003, 13707, 1851, 53258, 36001, 63920, 63931, 53432, 46962, 53421]",4.425568099999509,3699,120,3819,"{34735: 1.0, 34739: 1.0, 57558: 1.0, 66116: 0.9, 35776: 0.9, 10119: 0.7, 15879: 0.6, 42979: 0.6, 43632: 0.5, 41205: 0.4, 36003: 0.3, 13707: 0.3, 1851: 0.3, 53258: 0.2, 36001: 0.1, 63920: 0.1, 63931: 0.1, 53432: 0.0, 46962: 0.0, 53421: 0.0}"
a news and an advertisement,"[54133, 7743, 68871, 10809, 26746, 13837, 1565, 51334, 68882, 68886, 71379, 64701, 60725, 16515, 68816, 65048, 10078, 7758, 10090, 1570]",4.78884499999549,3660,120,3780,"{54133: 1.0, 7743: 1.0, 68871: 0.9, 10809: 0.9, 26746: 0.8, 13837: 0.8, 1565: 0.8, 51334: 0.7, 68882: 0.7, 68886: 0.6, 71379: 0.5, 64701: 0.5, 60725: 0.4, 16515: 0.4, 68816: 0.4, 65048: 0.3, 10078: 0.3, 7758: 0.3, 10090: 0.2, 1570: 0.0}"
a sreen to enter the personal details,"[57264, 2783, 15665, 68242, 20780, 20785, 58266, 37508, 58129, 32392, 66701, 65494, 20850, 31142, 53041, 48806, 23654, 50422, 19835, 49259]",8.65927940000256,3573,120,3693,"{57264: 1.0, 2783: 0.9, 15665: 0.9, 68242: 0.9, 20780: 0.8, 20785: 0.7, 58266: 0.7, 37508: 0.7, 58129: 0.4, 32392: 0.3, 66701: 0.2, 65494: 0.2, 20850: 0.2, 31142: 0.1, 53041: 0.1, 48806: 0.1, 23654: 0.0, 50422: 0.0, 19835: 0.0, 49259: 0.0}"
displays the latest news in page,"[53555, 3318, 54133, 71379, 16515, 56160, 23820, 68523, 70822, 36310, 47802, 1205, 15067, 65007, 36328, 39554, 20452, 42736, 23219, 18565]",5.212349000001268,3693,120,3813,"{53555: 1.0, 3318: 1.0, 54133: 1.0, 71379: 0.8, 16515: 0.8, 56160: 0.7, 23820: 0.6, 68523: 0.6, 70822: 0.5, 36310: 0.5, 47802: 0.4, 1205: 0.4, 15067: 0.3, 65007: 0.3, 36328: 0.2, 39554: 0.2, 20452: 0.1, 42736: 0.1, 23219: 0.0, 18565: 0.0}"
celebrity news,"[64845, 35531, 62374, 8198, 50096, 54133, 66386, 39166, 18870, 43824, 1565, 41590, 13837, 16515, 43051, 62518, 71379, 1570, 36553, 62454]",4.650994499999797,3483,120,3603,"{64845: 1.0, 35531: 1.0, 62374: 1.0, 8198: 0.7, 50096: 0.7, 54133: 0.3, 66386: 0.3, 39166: 0.3, 18870: 0.3, 43824: 0.3, 1565: 0.2, 41590: 0.2, 13837: 0.1, 16515: 0.1, 43051: 0.1, 62518: 0.1, 71379: 0.0, 1570: 0.0, 36553: 0.0, 62454: 0.0}"
2D graph with a point and its dimensions,"[61057, 54498, 54506, 54503, 28171, 28178, 54499, 54502, 18785, 44202, 2182, 51884, 20334, 10143, 68768, 12651, 64823, 36669, 28616, 20329]",3.3105498000004445,3509,120,3629,"{61057: 1.0, 54498: 0.7, 54506: 0.7, 54503: 0.7, 28171: 0.7, 28178: 0.7, 54499: 0.5, 54502: 0.3, 18785: 0.3, 44202: 0.3, 2182: 0.2, 51884: 0.2, 20334: 0.2, 10143: 0.2, 68768: 0.1, 12651: 0.1, 64823: 0.0, 36669: 0.0, 28616: 0.0, 20329: 0.0}"
blood glucose tracker side bar,"[47499, 47504, 8520, 5816, 47505, 57507, 47502, 51782, 71582, 4688, 4503, 5803, 47503, 64939, 69142, 37821, 68962, 58146, 39596, 39600]",4.675069999997504,3893,120,4013,"{47499: 1.0, 47504: 1.0, 8520: 0.9, 5816: 0.7, 47505: 0.5, 57507: 0.5, 47502: 0.4, 51782: 0.3, 71582: 0.2, 4688: 0.2, 4503: 0.2, 5803: 0.1, 47503: 0.1, 64939: 0.1, 69142: 0.1, 37821: 0.1, 68962: 0.1, 58146: 0.0, 39596: 0.0, 39600: 0.0}"
Japanese anime books and ads,"[50541, 1616, 57209, 4000, 24769, 26793, 40153, 14602, 22219, 61351, 25397, 25345, 39171, 39173, 24714, 22216, 52517, 62637, 45340, 6968]",3.991785999998683,3501,120,3621,"{50541: 1.0, 1616: 0.8, 57209: 0.8, 4000: 0.7, 24769: 0.7, 26793: 0.6, 40153: 0.6, 14602: 0.4, 22219: 0.4, 61351: 0.4, 25397: 0.3, 25345: 0.2, 39171: 0.2, 39173: 0.2, 24714: 0.1, 22216: 0.1, 52517: 0.1, 62637: 0.1, 45340: 0.0, 6968: 0.0}"
"weather details with temperature, pressure and relative humidity","[53167, 35327, 36325, 66930, 54919, 25852, 46540, 28349, 26022, 37413, 51071, 36332, 54533, 63695, 29312, 65446, 54924, 58863, 68011, 25849]",4.884320400000433,3516,120,3636,"{53167: 1.0, 35327: 1.0, 36325: 1.0, 66930: 1.0, 54919: 1.0, 25852: 1.0, 46540: 1.0, 28349: 1.0, 26022: 1.0, 37413: 1.0, 51071: 0.9, 36332: 0.8, 54533: 0.8, 63695: 0.6, 29312: 0.2, 65446: 0.1, 54924: 0.1, 58863: 0.1, 68011: 0.1, 25849: 0.1}"
details for disclaimer,"[39263, 39211, 70874, 38067, 24293, 46997, 32973, 39212, 41826, 46418, 63619, 62940, 40654, 40640, 62943, 40641, 16662, 10772, 67984, 49259]",3.4630543000021135,3556,120,3676,"{39263: 1.0, 39211: 1.0, 70874: 1.0, 38067: 1.0, 24293: 0.9, 46997: 0.9, 32973: 0.7, 39212: 0.5, 41826: 0.5, 46418: 0.3, 63619: 0.2, 62940: 0.2, 40654: 0.2, 40640: 0.2, 62943: 0.1, 40641: 0.1, 16662: 0.1, 10772: 0.0, 67984: 0.0, 49259: 0.0}"
information description with login button,"[32639, 5593, 13352, 61528, 27758, 7293, 46884, 69952, 16266, 19432, 25112, 71511, 42470, 63599, 29177, 63601, 12865, 61167, 33358, 61236]",5.608953000002657,3246,120,3366,"{32639: 1.0, 5593: 1.0, 13352: 0.9, 61528: 0.9, 27758: 0.9, 7293: 0.8, 46884: 0.8, 69952: 0.7, 16266: 0.7, 19432: 0.7, 25112: 0.7, 71511: 0.6, 42470: 0.3, 63599: 0.3, 29177: 0.3, 63601: 0.1, 12865: 0.1, 61167: 0.1, 33358: 0.1, 61236: 0.0}"
google map with details,"[53736, 12353, 70756, 63614, 60544, 63609, 12388, 16910, 2210, 2211, 2209, 42723, 2754, 24475, 13254, 13257, 57641, 56256, 2543, 56275]",6.782390200001828,3567,120,3687,"{53736: 1.0, 12353: 0.9, 70756: 0.9, 63614: 0.9, 60544: 0.8, 63609: 0.7, 12388: 0.7, 16910: 0.7, 2210: 0.6, 2211: 0.6, 2209: 0.6, 42723: 0.5, 2754: 0.4, 24475: 0.4, 13254: 0.3, 13257: 0.3, 57641: 0.2, 56256: 0.2, 2543: 0.1, 56275: 0.0}"
2D model of solunar clock,"[54641, 54642, 69797, 29683, 31205, 44683, 47254, 54643, 30607, 38688, 47241, 17913, 3856, 24037, 24042, 24027, 23601, 3294, 18248, 40998]",4.553519099994446,3651,120,3771,"{54641: 1.0, 54642: 1.0, 69797: 0.6, 29683: 0.3, 31205: 0.3, 44683: 0.3, 47254: 0.3, 54643: 0.2, 30607: 0.2, 38688: 0.2, 47241: 0.2, 17913: 0.2, 3856: 0.1, 24037: 0.0, 24042: 0.0, 24027: 0.0, 23601: 0.0, 3294: 0.0, 18248: 0.0, 40998: 0.0}"
add location by pinning the place,"[10610, 61703, 40686, 62872, 71246, 3920, 43193, 43184, 1469, 3924, 59525, 8574, 50631, 9898, 45909, 64891, 64897, 64888, 28150, 28124]",4.423078599997098,3779,120,3899,"{10610: 1.0, 61703: 1.0, 40686: 0.9, 62872: 0.9, 71246: 0.8, 3920: 0.8, 43193: 0.7, 43184: 0.7, 1469: 0.6, 3924: 0.6, 59525: 0.6, 8574: 0.5, 50631: 0.5, 9898: 0.4, 45909: 0.2, 64891: 0.2, 64897: 0.1, 64888: 0.0, 28150: 0.0, 28124: 0.0}"
various emojis,"[62124, 39106, 61714, 38291, 13442, 22928, 10909, 38363, 38349, 6854, 70498, 26243, 4205, 64948, 17567, 46156, 71, 2524, 37295, 70500]",4.432993300004455,3505,120,3625,"{62124: 1.0, 39106: 1.0, 61714: 1.0, 38291: 0.8, 13442: 0.7, 22928: 0.6, 10909: 0.6, 38363: 0.5, 38349: 0.2, 6854: 0.1, 70498: 0.1, 26243: 0.0, 4205: 0.0, 64948: 0.0, 17567: 0.0, 46156: 0.0, 71: 0.0, 2524: 0.0, 37295: 0.0, 70500: 0.0}"
football match details with upcoming match information,"[57925, 30357, 57923, 57926, 15554, 43109, 24991, 43102, 51476, 51475, 53563, 54752, 13890, 13906, 13896, 13895, 13915, 13898, 10622, 13903]",3.7756911999967997,3731,120,3851,"{57925: 1.0, 30357: 0.8, 57923: 0.8, 57926: 0.7, 15554: 0.7, 43109: 0.7, 24991: 0.6, 43102: 0.4, 51476: 0.3, 51475: 0.3, 53563: 0.2, 54752: 0.2, 13890: 0.0, 13906: 0.0, 13896: 0.0, 13895: 0.0, 13915: 0.0, 13898: 0.0, 10622: 0.0, 13903: 0.0}"
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37236, 37233, 37232, 11383, 3991, 56991, 11384, 61538, 6257, 56998, 3989, 26031, 56994, 31527, 9015, 35694, 61463, 70058, 35701, 70056]",3.4401304999992135,3648,120,3768,"{37236: 0.9, 37233: 0.9, 37232: 0.7, 11383: 0.3, 3991: 0.3, 56991: 0.2, 11384: 0.2, 61538: 0.2, 6257: 0.1, 56998: 0.1, 3989: 0.1, 26031: 0.1, 56994: 0.1, 31527: 0.0, 9015: 0.0, 35694: 0.0, 61463: 0.0, 70058: 0.0, 35701: 0.0, 70056: 0.0}"
informations about Grace Chan,"[17255, 36565, 61853, 39318, 37862, 37842, 37852, 27807, 1080, 30994, 50993, 545, 29521, 61860, 30990, 70405, 66725, 39317, 29515, 43064]",4.3221143999980995,3459,120,3579,"{17255: 1.0, 36565: 1.0, 61853: 1.0, 39318: 0.7, 37862: 0.6, 37842: 0.6, 37852: 0.5, 27807: 0.2, 1080: 0.2, 30994: 0.1, 50993: 0.1, 545: 0.1, 29521: 0.1, 61860: 0.1, 30990: 0.0, 70405: 0.0, 66725: 0.0, 39317: 0.0, 29515: 0.0, 43064: 0.0}"
UI for share and add location screen,"[22080, 59781, 49233, 12147, 12355, 68076, 41625, 40348, 31522, 41623, 40346, 40349, 12162, 18958, 15505, 39237, 7653, 15312, 12167, 39571]",4.159586900001159,3484,120,3604,"{22080: 1.0, 59781: 0.9, 49233: 0.9, 12147: 0.9, 12355: 0.7, 68076: 0.7, 41625: 0.6, 40348: 0.5, 31522: 0.5, 41623: 0.4, 40346: 0.3, 40349: 0.1, 12162: 0.1, 18958: 0.1, 15505: 0.1, 39237: 0.0, 7653: 0.0, 15312: 0.0, 12167: 0.0, 39571: 0.0}"
Months of a year from January to November with a radio button to choose,"[15298, 48591, 64533, 15356, 51056, 57993, 12409, 60976, 43422, 28181, 25408, 11977, 60445, 56729, 59581, 18499, 9559, 42782, 11640, 11642]",4.378512199997203,3709,120,3829,"{15298: 1.0, 48591: 0.8, 64533: 0.5, 15356: 0.3, 51056: 0.3, 57993: 0.3, 12409: 0.3, 60976: 0.3, 43422: 0.3, 28181: 0.2, 25408: 0.2, 11977: 0.2, 60445: 0.2, 56729: 0.2, 59581: 0.1, 18499: 0.1, 9559: 0.0, 42782: 0.0, 11640: 0.0, 11642: 0.0}"
emoticons of yellow faces to choose from,"[30432, 30433, 22255, 41700, 33561, 37354, 30431, 35887, 68987, 13309, 11632, 31181, 60631, 18792, 31179, 55875, 41478, 72194, 28001, 61838]",5.670376900001429,3357,120,3477,"{30432: 0.9, 30433: 0.9, 22255: 0.9, 41700: 0.5, 33561: 0.4, 37354: 0.3, 30431: 0.3, 35887: 0.3, 68987: 0.2, 13309: 0.2, 11632: 0.1, 31181: 0.1, 60631: 0.1, 18792: 0.1, 31179: 0.0, 55875: 0.0, 41478: 0.0, 72194: 0.0, 28001: 0.0, 61838: 0.0}"
Ui for user profile,"[1583, 3701, 40818, 47364, 39606, 49799, 62147, 60542, 67745, 10203, 10217, 40556, 41623, 7653, 40348, 40346, 39237, 24785, 7740, 40349]",4.718466700003773,3448,120,3568,"{1583: 1.0, 3701: 1.0, 40818: 1.0, 47364: 0.9, 39606: 0.9, 49799: 0.9, 62147: 0.9, 60542: 0.9, 67745: 0.7, 10203: 0.7, 10217: 0.5, 40556: 0.3, 41623: 0.2, 7653: 0.2, 40348: 0.1, 40346: 0.1, 39237: 0.0, 24785: 0.0, 7740: 0.0, 40349: 0.0}"
word levels,"[54891, 18097, 35547, 57064, 23247, 19209, 61828, 4252, 45690, 4250, 23179, 37849, 29261, 57067, 63973, 11674, 29265, 12117, 48413, 29258]",4.244167400000151,3618,120,3738,"{54891: 1.0, 18097: 1.0, 35547: 1.0, 57064: 0.9, 23247: 0.8, 19209: 0.8, 61828: 0.8, 4252: 0.7, 45690: 0.6, 4250: 0.5, 23179: 0.4, 37849: 0.4, 29261: 0.3, 57067: 0.3, 63973: 0.2, 11674: 0.2, 29265: 0.2, 12117: 0.1, 48413: 0.1, 29258: 0.1}"
contact details form,"[25713, 2837, 15513, 6861, 65494, 66701, 29981, 64300, 64299, 46777, 10286, 54543, 3372, 59279, 15867, 39054, 17044, 66696, 15038, 15043]",5.1510961999956635,3683,120,3803,"{25713: 1.0, 2837: 0.9, 15513: 0.8, 6861: 0.7, 65494: 0.5, 66701: 0.4, 29981: 0.4, 64300: 0.4, 64299: 0.4, 46777: 0.3, 10286: 0.3, 54543: 0.3, 3372: 0.2, 59279: 0.2, 15867: 0.2, 39054: 0.2, 17044: 0.1, 66696: 0.1, 15038: 0.1, 15043: 0.1}"
List of blocked accounts and contacts,"[3444, 35058, 44156, 44152, 57178, 19618, 44157, 44159, 44153, 44151, 27392, 63748, 31533, 48823, 2594, 43097, 10590, 37277, 52021, 66872]",6.71585369999957,3264,120,3384,"{3444: 1.0, 35058: 0.9, 44156: 0.9, 44152: 0.9, 57178: 0.9, 19618: 0.8, 44157: 0.7, 44159: 0.7, 44153: 0.6, 44151: 0.6, 27392: 0.5, 63748: 0.5, 31533: 0.4, 48823: 0.4, 2594: 0.3, 43097: 0.2, 10590: 0.2, 37277: 0.1, 52021: 0.1, 66872: 0.0}"
photo preview app with zoomIn zoomOut options,"[69708, 13306, 49337, 18795, 20273, 20276, 31109, 51574, 5847, 22591, 35897, 49456, 20057, 22596, 36316, 18796, 18799, 19983, 36321, 19988]",9.218899300001794,3891,120,4011,"{69708: 0.7, 13306: 0.7, 49337: 0.6, 18795: 0.3, 20273: 0.3, 20276: 0.3, 31109: 0.3, 51574: 0.2, 5847: 0.1, 22591: 0.1, 35897: 0.1, 49456: 0.0, 20057: 0.0, 22596: 0.0, 36316: 0.0, 18796: 0.0, 18799: 0.0, 19983: 0.0, 36321: 0.0, 19988: 0.0}"
page that display the questions  with options,"[30849, 44436, 56520, 52303, 59470, 4505, 7519, 50286, 66489, 59473, 59472, 59478, 30245, 37796, 37795, 37797, 2274, 71647, 6888, 60424]",5.69081659999938,3495,120,3615,"{30849: 1.0, 44436: 1.0, 56520: 0.9, 52303: 0.7, 59470: 0.4, 4505: 0.3, 7519: 0.3, 50286: 0.2, 66489: 0.2, 59473: 0.2, 59472: 0.2, 59478: 0.1, 30245: 0.1, 37796: 0.0, 37795: 0.0, 37797: 0.0, 2274: 0.0, 71647: 0.0, 6888: 0.0, 60424: 0.0}"
