query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
blood test with data entry and unit selection,"[25151, 70706, 57505, 47504, 47501, 28106, 19249, 39287, 31788, 70705, 28111, 41116, 45400, 15987, 26562, 53187, 41104, 37821, 64939, 61736]",3.6577149000004283,3493,148,3641,"{25151: 0.9, 70706: 0.9, 57505: 0.8, 47504: 0.7, 47501: 0.4, 28106: 0.3, 19249: 0.2, 39287: 0.2, 31788: 0.2, 70705: 0.1, 28111: 0.1, 41116: 0.1, 45400: 0.1, 15987: 0.1, 26562: 0.1, 53187: 0.1, 41104: 0.0, 37821: 0.0, 64939: 0.0, 61736: 0.0}"
profile window with a button to take a photo or select it from galary,"[1883, 52584, 13038, 43962, 38348, 38814, 24596, 28870, 36667, 56078, 46344, 38290, 19585, 63652, 12865, 29111, 63599, 34, 63601, 14492]",3.2334937999985414,3517,148,3665,"{1883: 1.0, 52584: 1.0, 13038: 1.0, 43962: 0.9, 38348: 0.9, 38814: 0.9, 24596: 0.9, 28870: 0.8, 36667: 0.8, 56078: 0.3, 46344: 0.3, 38290: 0.3, 19585: 0.2, 63652: 0.2, 12865: 0.2, 29111: 0.1, 63599: 0.1, 34: 0.1, 63601: 0.0, 14492: 0.0}"
voice changer with many buttons,"[45268, 64422, 52821, 53403, 27391, 61201, 31727, 60021, 46993, 32898, 38432, 52822, 18567, 61544, 45162, 43372, 55271, 45489, 38430, 44680]",3.8007703999974183,3350,134,3484,"{45268: 0.9, 64422: 0.9, 52821: 0.8, 53403: 0.8, 27391: 0.4, 61201: 0.3, 31727: 0.3, 60021: 0.2, 46993: 0.2, 32898: 0.2, 38432: 0.2, 52822: 0.1, 18567: 0.1, 61544: 0.1, 45162: 0.1, 43372: 0.1, 55271: 0.1, 45489: 0.1, 38430: 0.0, 44680: 0.0}"
a list of songs,"[9676, 53292, 9680, 54771, 53287, 9981, 47456, 40380, 40384, 9672, 26972, 9681, 55483, 852, 53289, 29732, 53282, 70394, 61572, 48993]",5.0512403000029735,3629,148,3777,"{9676: 1.0, 53292: 0.9, 9680: 0.9, 54771: 0.9, 53287: 0.8, 9981: 0.8, 47456: 0.8, 40380: 0.7, 40384: 0.7, 9672: 0.7, 26972: 0.6, 9681: 0.6, 55483: 0.4, 852: 0.4, 53289: 0.3, 29732: 0.3, 53282: 0.3, 70394: 0.2, 61572: 0.2, 48993: 0.1}"
Information with sharing and saving option,"[53446, 62888, 3772, 57917, 31172, 61684, 47400, 36879, 38513, 42402, 42407, 67440, 49344, 67334, 34569, 7260, 67673, 49332, 23149, 49336]",6.148145799998019,3303,141,3444,"{53446: 0.9, 62888: 0.8, 3772: 0.8, 57917: 0.4, 31172: 0.4, 61684: 0.3, 47400: 0.3, 36879: 0.2, 38513: 0.2, 42402: 0.2, 42407: 0.2, 67440: 0.2, 49344: 0.2, 67334: 0.1, 34569: 0.1, 7260: 0.1, 67673: 0.1, 49332: 0.1, 23149: 0.1, 49336: 0.0}"
"Shop for Men's,Women's and Kids","[53496, 12424, 24213, 25923, 67659, 9506, 39575, 2453, 55910, 17860, 3495, 479, 3526, 18147, 12421, 34549, 11267, 23941, 19033, 33044]",4.7390950999979395,3732,148,3880,"{53496: 0.9, 12424: 0.9, 24213: 0.9, 25923: 0.8, 67659: 0.8, 9506: 0.3, 39575: 0.3, 2453: 0.3, 55910: 0.2, 17860: 0.2, 3495: 0.2, 479: 0.2, 3526: 0.1, 18147: 0.1, 12421: 0.1, 34549: 0.1, 11267: 0.1, 23941: 0.0, 19033: 0.0, 33044: 0.0}"
home page of dictionary with word of day,"[61344, 61315, 8146, 61339, 11593, 35614, 61348, 28481, 2266, 71902, 71913, 61345, 61333, 48413, 71905, 30659, 45665, 63971, 27819, 7799]",3.483841499997652,3703,141,3844,"{61344: 1.0, 61315: 1.0, 8146: 1.0, 61339: 0.9, 11593: 0.9, 35614: 0.8, 61348: 0.8, 28481: 0.4, 2266: 0.3, 71902: 0.3, 71913: 0.3, 61345: 0.2, 61333: 0.2, 48413: 0.2, 71905: 0.2, 30659: 0.2, 45665: 0.1, 63971: 0.1, 27819: 0.1, 7799: 0.0}"
It display the Map with search bar,"[60544, 66563, 14689, 52816, 43743, 66555, 48325, 52129, 62878, 28540, 49178, 29647, 65263, 54527, 60543, 32239, 32246, 9978, 9970, 30729]",2.8058785000030184,3589,127,3716,"{60544: 1.0, 66563: 1.0, 14689: 1.0, 52816: 0.9, 43743: 0.9, 66555: 0.8, 48325: 0.8, 52129: 0.7, 62878: 0.7, 28540: 0.4, 49178: 0.3, 29647: 0.3, 65263: 0.2, 54527: 0.2, 60543: 0.2, 32239: 0.1, 32246: 0.1, 9978: 0.1, 9970: 0.1, 30729: 0.1}"
Tiny Scanner,"[60292, 6134, 64675, 66344, 59411, 42569, 33506, 66873, 58984, 62591, 64676, 60291, 6585, 1764, 42568, 33692, 6787, 60293, 60307, 68681]",3.0837656000003335,3388,134,3522,"{60292: 1.0, 6134: 1.0, 64675: 0.9, 66344: 0.9, 59411: 0.8, 42569: 0.3, 33506: 0.3, 66873: 0.2, 58984: 0.2, 62591: 0.2, 64676: 0.2, 60291: 0.2, 6585: 0.1, 1764: 0.1, 42568: 0.1, 33692: 0.1, 6787: 0.1, 60293: 0.1, 60307: 0.1, 68681: 0.0}"
Login with radio button with calendar,"[22878, 59568, 71515, 35133, 35128, 59570, 35129, 71512, 59581, 65193, 71519, 33336, 54640, 9559, 47741, 59561, 22542, 29481, 9149, 64081]",6.417211300002236,3388,141,3529,"{22878: 0.9, 59568: 0.9, 71515: 0.9, 35133: 0.8, 35128: 0.3, 59570: 0.2, 35129: 0.2, 71512: 0.2, 59581: 0.1, 65193: 0.1, 71519: 0.1, 33336: 0.1, 54640: 0.1, 9559: 0.0, 47741: 0.0, 59561: 0.0, 22542: 0.0, 29481: 0.0, 9149: 0.0, 64081: 0.0}"
sign up with welcome Bonus,"[34735, 34739, 57558, 43632, 66116, 41205, 10119, 15879, 36003, 42979, 63920, 53432, 46962, 53421, 36001, 63931, 35776, 53258, 13707, 1851]",5.15013600000384,3699,141,3840,"{34735: 0.9, 34739: 0.9, 57558: 0.9, 43632: 0.9, 66116: 0.8, 41205: 0.8, 10119: 0.8, 15879: 0.7, 36003: 0.4, 42979: 0.4, 63920: 0.3, 53432: 0.2, 46962: 0.2, 53421: 0.2, 36001: 0.2, 63931: 0.2, 35776: 0.2, 53258: 0.1, 13707: 0.1, 1851: 0.1}"
a news and an advertisement,"[54133, 7743, 64701, 68882, 10809, 68886, 51334, 60725, 68871, 1565, 71379, 26746, 10078, 10090, 7758, 65048, 13837, 16515, 68816, 1570]",10.398070800001733,3660,148,3808,"{54133: 1.0, 7743: 0.9, 64701: 0.9, 68882: 0.9, 10809: 0.8, 68886: 0.8, 51334: 0.4, 60725: 0.3, 68871: 0.3, 1565: 0.3, 71379: 0.2, 26746: 0.2, 10078: 0.2, 10090: 0.2, 7758: 0.2, 65048: 0.1, 13837: 0.1, 16515: 0.1, 68816: 0.1, 1570: 0.1}"
a sreen to enter the personal details,"[57264, 20785, 15665, 68242, 32392, 20780, 2783, 58129, 65494, 20850, 31142, 66701, 23654, 58266, 53041, 37508, 19835, 50422, 48806, 49259]",4.379091199996765,3573,141,3714,"{57264: 1.0, 20785: 0.9, 15665: 0.9, 68242: 0.9, 32392: 0.8, 20780: 0.4, 2783: 0.3, 58129: 0.2, 65494: 0.2, 20850: 0.2, 31142: 0.1, 66701: 0.1, 23654: 0.1, 58266: 0.1, 53041: 0.1, 37508: 0.1, 19835: 0.1, 50422: 0.0, 48806: 0.0, 49259: 0.0}"
displays the latest news in page,"[53555, 3318, 71379, 1205, 54133, 16515, 68523, 23820, 36328, 65007, 36310, 47802, 20452, 15067, 56160, 18565, 23219, 39554, 70822, 42736]",3.8264302000025054,3693,148,3841,"{53555: 0.9, 3318: 0.9, 71379: 0.9, 1205: 0.9, 54133: 0.8, 16515: 0.8, 68523: 0.4, 23820: 0.3, 36328: 0.3, 65007: 0.3, 36310: 0.3, 47802: 0.2, 20452: 0.2, 15067: 0.2, 56160: 0.2, 18565: 0.2, 23219: 0.1, 39554: 0.1, 70822: 0.1, 42736: 0.1}"
celebrity news,"[64845, 50096, 35531, 62374, 43824, 54133, 8198, 71379, 66386, 1565, 43051, 18870, 13837, 16515, 1570, 39166, 62454, 62518, 41590, 36553]",2.957540200004587,3483,148,3631,"{64845: 0.9, 50096: 0.9, 35531: 0.9, 62374: 0.9, 43824: 0.8, 54133: 0.3, 8198: 0.2, 71379: 0.2, 66386: 0.2, 1565: 0.2, 43051: 0.2, 18870: 0.2, 13837: 0.1, 16515: 0.1, 1570: 0.1, 39166: 0.1, 62454: 0.1, 62518: 0.1, 41590: 0.1, 36553: 0.0}"
2D graph with a point and its dimensions,"[61057, 54506, 54503, 54499, 18785, 28171, 28178, 20334, 54502, 54498, 2182, 20329, 68768, 12651, 36669, 51884, 10143, 64823, 28616, 44202]",4.110637600002519,3509,134,3643,"{61057: 0.9, 54506: 0.9, 54503: 0.9, 54499: 0.8, 18785: 0.8, 28171: 0.8, 28178: 0.8, 20334: 0.7, 54502: 0.4, 54498: 0.3, 2182: 0.2, 20329: 0.2, 68768: 0.1, 12651: 0.1, 36669: 0.1, 51884: 0.1, 10143: 0.1, 64823: 0.0, 28616: 0.0, 44202: 0.0}"
blood glucose tracker side bar,"[47499, 47504, 8520, 47502, 57507, 5816, 71582, 47505, 51782, 47503, 39600, 37821, 5803, 4688, 64939, 4503, 58146, 39596, 69142, 68962]",3.0843775999965146,3893,141,4034,"{47499: 1.0, 47504: 1.0, 8520: 0.9, 47502: 0.8, 57507: 0.8, 5816: 0.8, 71582: 0.4, 47505: 0.3, 51782: 0.3, 47503: 0.2, 39600: 0.2, 37821: 0.2, 5803: 0.1, 4688: 0.1, 64939: 0.1, 4503: 0.1, 58146: 0.0, 39596: 0.0, 69142: 0.0, 68962: 0.0}"
Japanese anime books and ads,"[50541, 4000, 24769, 1616, 57209, 14602, 40153, 61351, 26793, 45340, 25345, 39173, 62637, 24714, 22216, 22219, 52517, 39171, 25397, 6968]",3.140494500003115,3501,134,3635,"{50541: 0.9, 4000: 0.9, 24769: 0.9, 1616: 0.8, 57209: 0.8, 14602: 0.3, 40153: 0.3, 61351: 0.3, 26793: 0.2, 45340: 0.2, 25345: 0.2, 39173: 0.2, 62637: 0.2, 24714: 0.1, 22216: 0.1, 22219: 0.1, 52517: 0.1, 39171: 0.1, 25397: 0.1, 6968: 0.0}"
"weather details with temperature, pressure and relative humidity","[53167, 51071, 37413, 36325, 25852, 36332, 54533, 54919, 46540, 28349, 26022, 35327, 63695, 66930, 58863, 68011, 25849, 65446, 54924, 29312]",3.095303900001454,3516,148,3664,"{53167: 1.0, 51071: 1.0, 37413: 1.0, 36325: 0.9, 25852: 0.9, 36332: 0.9, 54533: 0.9, 54919: 0.8, 46540: 0.8, 28349: 0.8, 26022: 0.7, 35327: 0.4, 63695: 0.4, 66930: 0.2, 58863: 0.2, 68011: 0.2, 25849: 0.2, 65446: 0.1, 54924: 0.1, 29312: 0.0}"
details for disclaimer,"[39263, 46997, 39211, 38067, 24293, 39212, 41826, 32973, 46418, 63619, 62940, 70874, 67984, 49259, 62943, 40654, 40640, 40641, 10772, 16662]",3.480839299998479,3556,120,3676,"{39263: 1.0, 46997: 1.0, 39211: 0.9, 38067: 0.9, 24293: 0.8, 39212: 0.8, 41826: 0.8, 32973: 0.4, 46418: 0.3, 63619: 0.2, 62940: 0.2, 70874: 0.2, 67984: 0.2, 49259: 0.2, 62943: 0.1, 40654: 0.1, 40640: 0.1, 40641: 0.1, 10772: 0.0, 16662: 0.0}"
information description with login button,"[5593, 61528, 27758, 13352, 7293, 25112, 32639, 63599, 29177, 46884, 63601, 69952, 42470, 71511, 16266, 19432, 33358, 12865, 61236, 61167]",3.4530279000027804,3246,148,3394,"{5593: 1.0, 61528: 1.0, 27758: 1.0, 13352: 0.9, 7293: 0.8, 25112: 0.8, 32639: 0.2, 63599: 0.2, 29177: 0.2, 46884: 0.2, 63601: 0.1, 69952: 0.1, 42470: 0.1, 71511: 0.1, 16266: 0.1, 19432: 0.1, 33358: 0.1, 12865: 0.0, 61236: 0.0, 61167: 0.0}"
google map with details,"[12353, 70756, 60544, 53736, 16910, 24475, 63614, 12388, 57641, 13257, 56256, 2211, 2209, 42723, 2754, 13254, 2543, 2210, 63609, 56275]",3.294230099993001,3567,127,3694,"{12353: 0.9, 70756: 0.9, 60544: 0.9, 53736: 0.9, 16910: 0.8, 24475: 0.7, 63614: 0.4, 12388: 0.3, 57641: 0.2, 13257: 0.2, 56256: 0.2, 2211: 0.2, 2209: 0.2, 42723: 0.2, 2754: 0.2, 13254: 0.1, 2543: 0.1, 2210: 0.1, 63609: 0.1, 56275: 0.1}"
2D model of solunar clock,"[54641, 54642, 47254, 54643, 31205, 44683, 30607, 38688, 47241, 17913, 24037, 29683, 24042, 24027, 69797, 23601, 3294, 3856, 18248, 40998]",3.4676424999997835,3651,148,3799,"{54641: 0.9, 54642: 0.8, 47254: 0.3, 54643: 0.2, 31205: 0.2, 44683: 0.2, 30607: 0.2, 38688: 0.2, 47241: 0.2, 17913: 0.2, 24037: 0.1, 29683: 0.1, 24042: 0.1, 24027: 0.1, 69797: 0.1, 23601: 0.1, 3294: 0.1, 3856: 0.0, 18248: 0.0, 40998: 0.0}"
add location by pinning the place,"[40686, 3924, 71246, 10610, 61703, 59525, 3920, 62872, 43193, 50631, 8574, 1469, 64897, 64891, 43184, 45909, 28150, 28124, 9898, 64888]",4.041896999995515,3779,148,3927,"{40686: 0.9, 3924: 0.9, 71246: 0.9, 10610: 0.8, 61703: 0.8, 59525: 0.8, 3920: 0.8, 62872: 0.8, 43193: 0.7, 50631: 0.4, 8574: 0.3, 1469: 0.2, 64897: 0.2, 64891: 0.2, 43184: 0.2, 45909: 0.1, 28150: 0.1, 28124: 0.1, 9898: 0.1, 64888: 0.0}"
various emojis,"[62124, 61714, 38291, 10909, 39106, 38363, 22928, 13442, 70500, 38349, 6854, 71, 26243, 4205, 64948, 17567, 46156, 70498, 2524, 37295]",3.8937332999994396,3505,148,3653,"{62124: 1.0, 61714: 0.9, 38291: 0.9, 10909: 0.8, 39106: 0.4, 38363: 0.4, 22928: 0.3, 13442: 0.3, 70500: 0.3, 38349: 0.2, 6854: 0.2, 71: 0.2, 26243: 0.1, 4205: 0.1, 64948: 0.1, 17567: 0.1, 46156: 0.1, 70498: 0.1, 2524: 0.0, 37295: 0.0}"
football match details with upcoming match information,"[30357, 57925, 57926, 57923, 24991, 43102, 54752, 53563, 13906, 15554, 51475, 51476, 13890, 13896, 13895, 13915, 13898, 13903, 43109, 10622]",3.3788048999995226,3731,141,3872,"{30357: 1.0, 57925: 1.0, 57926: 0.9, 57923: 0.9, 24991: 0.8, 43102: 0.4, 54752: 0.3, 53563: 0.2, 13906: 0.2, 15554: 0.2, 51475: 0.2, 51476: 0.1, 13890: 0.1, 13896: 0.1, 13895: 0.1, 13915: 0.1, 13898: 0.1, 13903: 0.1, 43109: 0.0, 10622: 0.0}"
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37236, 37233, 37232, 56994, 56991, 11383, 3991, 31527, 11384, 61538, 26031, 6257, 9015, 35694, 61463, 56998, 70058, 3989, 35701, 70056]",5.2711920000001555,3648,148,3796,"{37236: 0.9, 37233: 0.9, 37232: 0.8, 56994: 0.3, 56991: 0.2, 11383: 0.2, 3991: 0.2, 31527: 0.1, 11384: 0.1, 61538: 0.1, 26031: 0.1, 6257: 0.0, 9015: 0.0, 35694: 0.0, 61463: 0.0, 56998: 0.0, 70058: 0.0, 3989: 0.0, 35701: 0.0, 70056: 0.0}"
informations about Grace Chan,"[37852, 61853, 17255, 37842, 36565, 30990, 61860, 30994, 39318, 545, 29521, 1080, 43064, 37862, 70405, 50993, 27807, 66725, 39317, 29515]",4.508224700002756,3459,141,3600,"{37852: 1.0, 61853: 1.0, 17255: 0.9, 37842: 0.9, 36565: 0.9, 30990: 0.3, 61860: 0.3, 30994: 0.2, 39318: 0.2, 545: 0.2, 29521: 0.2, 1080: 0.2, 43064: 0.2, 37862: 0.1, 70405: 0.1, 50993: 0.1, 27807: 0.1, 66725: 0.1, 39317: 0.1, 29515: 0.1}"
UI for share and add location screen,"[22080, 12147, 49233, 68076, 40346, 7653, 12162, 12355, 41623, 40349, 41625, 18958, 15505, 40348, 39237, 59781, 31522, 15312, 12167, 39571]",3.6828080999985104,3484,148,3632,"{22080: 0.9, 12147: 0.9, 49233: 0.8, 68076: 0.4, 40346: 0.2, 7653: 0.2, 12162: 0.2, 12355: 0.1, 41623: 0.1, 40349: 0.1, 41625: 0.1, 18958: 0.1, 15505: 0.1, 40348: 0.0, 39237: 0.0, 59781: 0.0, 31522: 0.0, 15312: 0.0, 12167: 0.0, 39571: 0.0}"
Months of a year from January to November with a radio button to choose,"[15298, 64533, 57993, 12409, 60976, 43422, 48591, 59581, 25408, 11977, 60445, 15356, 51056, 56729, 28181, 9559, 42782, 18499, 11642, 11640]",4.028834299999289,3709,148,3857,"{15298: 1.0, 64533: 0.9, 57993: 0.9, 12409: 0.9, 60976: 0.9, 43422: 0.9, 48591: 0.8, 59581: 0.2, 25408: 0.2, 11977: 0.2, 60445: 0.2, 15356: 0.2, 51056: 0.2, 56729: 0.2, 28181: 0.1, 9559: 0.1, 42782: 0.1, 18499: 0.1, 11642: 0.1, 11640: 0.0}"
emoticons of yellow faces to choose from,"[30432, 30433, 22255, 18792, 41700, 68987, 37354, 11632, 31181, 30431, 13309, 31179, 55875, 72194, 33561, 60631, 41478, 28001, 61838, 35887]",3.074731700005941,3357,141,3498,"{30432: 1.0, 30433: 1.0, 22255: 1.0, 18792: 0.9, 41700: 0.8, 68987: 0.8, 37354: 0.3, 11632: 0.2, 31181: 0.2, 30431: 0.2, 13309: 0.2, 31179: 0.1, 55875: 0.1, 72194: 0.1, 33561: 0.1, 60631: 0.1, 41478: 0.0, 28001: 0.0, 61838: 0.0, 35887: 0.0}"
Ui for user profile,"[47364, 49799, 3701, 40818, 39606, 10203, 62147, 10217, 60542, 67745, 1583, 39237, 24785, 40556, 7653, 40348, 40346, 41623, 7740, 40349]",3.2027003999974113,3448,148,3596,"{47364: 0.9, 49799: 0.9, 3701: 0.9, 40818: 0.9, 39606: 0.8, 10203: 0.8, 62147: 0.8, 10217: 0.7, 60542: 0.7, 67745: 0.4, 1583: 0.3, 39237: 0.2, 24785: 0.2, 40556: 0.2, 7653: 0.2, 40348: 0.1, 40346: 0.1, 41623: 0.1, 7740: 0.1, 40349: 0.1}"
word levels,"[45690, 61828, 4252, 23179, 4250, 19209, 48413, 35547, 29258, 57064, 54891, 18097, 11674, 57067, 63973, 23247, 29261, 37849, 12117, 29265]",3.524131700003636,3618,148,3766,"{45690: 0.9, 61828: 0.9, 4252: 0.8, 23179: 0.8, 4250: 0.7, 19209: 0.7, 48413: 0.4, 35547: 0.4, 29258: 0.4, 57064: 0.3, 54891: 0.3, 18097: 0.3, 11674: 0.3, 57067: 0.3, 63973: 0.2, 23247: 0.2, 29261: 0.2, 37849: 0.2, 12117: 0.1, 29265: 0.1}"
contact details form,"[10286, 65494, 2837, 64300, 39054, 66701, 6861, 64299, 15513, 46777, 3372, 29981, 59279, 15867, 25713, 17044, 66696, 54543, 15038, 15043]",3.8622849000021233,3683,141,3824,"{10286: 1.0, 65494: 0.9, 2837: 0.9, 64300: 0.9, 39054: 0.9, 66701: 0.8, 6861: 0.8, 64299: 0.8, 15513: 0.7, 46777: 0.3, 3372: 0.2, 29981: 0.2, 59279: 0.2, 15867: 0.2, 25713: 0.1, 17044: 0.1, 66696: 0.1, 54543: 0.1, 15038: 0.0, 15043: 0.0}"
List of blocked accounts and contacts,"[35058, 63748, 44152, 3444, 44159, 10590, 44153, 44151, 27392, 44156, 19618, 31533, 44157, 48823, 57178, 66872, 43097, 2594, 52021, 37277]",3.6445756000030087,3264,141,3405,"{35058: 1.0, 63748: 1.0, 44152: 1.0, 3444: 0.9, 44159: 0.9, 10590: 0.9, 44153: 0.9, 44151: 0.9, 27392: 0.8, 44156: 0.8, 19618: 0.8, 31533: 0.7, 44157: 0.4, 48823: 0.4, 57178: 0.3, 66872: 0.2, 43097: 0.2, 2594: 0.2, 52021: 0.2, 37277: 0.1}"
photo preview app with zoomIn zoomOut options,"[49337, 13306, 20273, 49456, 20276, 18795, 18796, 69708, 5847, 20057, 22596, 36316, 18799, 36321, 22591, 19983, 51574, 35897, 31109, 19988]",2.8765989000021364,3891,148,4039,"{49337: 0.8, 13306: 0.8, 20273: 0.4, 49456: 0.4, 20276: 0.4, 18795: 0.2, 18796: 0.2, 69708: 0.1, 5847: 0.1, 20057: 0.1, 22596: 0.1, 36316: 0.1, 18799: 0.1, 36321: 0.1, 22591: 0.0, 19983: 0.0, 51574: 0.0, 35897: 0.0, 31109: 0.0, 19988: 0.0}"
page that display the questions  with options,"[30849, 59470, 52303, 44436, 6888, 56520, 66489, 7519, 30245, 71647, 60424, 37796, 50286, 59478, 4505, 59473, 37795, 59472, 2274, 37797]",3.5779846999939764,3495,120,3615,"{30849: 0.9, 59470: 0.9, 52303: 0.9, 44436: 0.3, 6888: 0.3, 56520: 0.2, 66489: 0.2, 7519: 0.2, 30245: 0.2, 71647: 0.2, 60424: 0.2, 37796: 0.1, 50286: 0.1, 59478: 0.1, 4505: 0.1, 59473: 0.1, 37795: 0.1, 59472: 0.1, 2274: 0.1, 37797: 0.0}"
