query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
home page of dictionary with word of day,"[7799, 61315, 8146, 61333, 61345, 61348, 11593, 61344, 61339, 35614, 45665, 63971, 48413, 2266, 71905, 71913, 27819, 71902, 30659, 28481]",22.537606600031722,22932,120,23052,"{7799: 1.0, 61315: 1.0, 8146: 1.0, 61333: 0.8, 61345: 0.7, 61348: 0.7, 11593: 0.7, 61344: 0.6, 61339: 0.6, 35614: 0.6, 45665: 0.3, 63971: 0.2, 48413: 0.2, 2266: 0.2, 71905: 0.2, 71913: 0.2, 27819: 0.1, 71902: 0.1, 30659: 0.1, 28481: 0.1}"
It display the Map with search bar,"[52816, 66555, 52129, 48325, 60543, 60544, 66563, 29647, 43743, 62878, 28540, 14689, 49178, 65263, 54527, 32239, 32246, 9978, 9970, 30729]",21.0298714999808,22224,120,22344,"{52816: 1.0, 66555: 1.0, 52129: 1.0, 48325: 1.0, 60543: 1.0, 60544: 0.9, 66563: 0.8, 29647: 0.8, 43743: 0.7, 62878: 0.7, 28540: 0.7, 14689: 0.4, 49178: 0.2, 65263: 0.1, 54527: 0.1, 32239: 0.0, 32246: 0.0, 9978: 0.0, 9970: 0.0, 30729: 0.0}"
Tiny Scanner,"[60292, 64675, 42568, 66344, 64676, 60291, 60293, 59411, 62591, 42569, 66873, 6134, 33692, 33506, 60307, 6585, 58984, 1764, 6787, 68681]",22.290495099965483,22108,120,22228,"{60292: 1.0, 64675: 1.0, 42568: 0.9, 66344: 0.9, 64676: 0.9, 60291: 0.9, 60293: 0.7, 59411: 0.7, 62591: 0.4, 42569: 0.3, 66873: 0.2, 6134: 0.2, 33692: 0.1, 33506: 0.1, 60307: 0.1, 6585: 0.0, 58984: 0.0, 1764: 0.0, 6787: 0.0, 68681: 0.0}"
Login with radio button with calendar,"[47741, 22878, 65193, 29481, 59581, 35133, 59568, 35129, 33336, 54640, 59561, 22542, 9149, 64081, 9559, 59570, 35128, 71515, 71519, 71512]",31.180258200038224,22204,120,22324,"{47741: 0.5, 22878: 0.4, 65193: 0.4, 29481: 0.4, 59581: 0.3, 35133: 0.3, 59568: 0.3, 35129: 0.3, 33336: 0.3, 54640: 0.3, 59561: 0.2, 22542: 0.2, 9149: 0.2, 64081: 0.2, 9559: 0.1, 59570: 0.1, 35128: 0.1, 71515: 0.1, 71519: 0.0, 71512: 0.0}"
sign up with welcome Bonus,"[34735, 34739, 66116, 35776, 57558, 15879, 63931, 63920, 41205, 10119, 42979, 43632, 36003, 13707, 1851, 53258, 53432, 46962, 53421, 36001]",20.177068000019062,21160,120,21280,"{34735: 1.0, 34739: 1.0, 66116: 0.8, 35776: 0.8, 57558: 0.7, 15879: 0.5, 63931: 0.4, 63920: 0.3, 41205: 0.3, 10119: 0.3, 42979: 0.3, 43632: 0.3, 36003: 0.2, 13707: 0.2, 1851: 0.2, 53258: 0.1, 53432: 0.0, 46962: 0.0, 53421: 0.0, 36001: 0.0}"
a news and an advertisement,"[54133, 7743, 68871, 51334, 68816, 68882, 26746, 13837, 10809, 1565, 7758, 60725, 10078, 16515, 10090, 65048, 64701, 68886, 71379, 1570]",32.07256659999257,21496,120,21616,"{54133: 1.0, 7743: 1.0, 68871: 1.0, 51334: 1.0, 68816: 1.0, 68882: 0.9, 26746: 0.8, 13837: 0.8, 10809: 0.8, 1565: 0.7, 7758: 0.7, 60725: 0.5, 10078: 0.5, 16515: 0.4, 10090: 0.4, 65048: 0.3, 64701: 0.3, 68886: 0.3, 71379: 0.2, 1570: 0.2}"
a sreen to enter the personal details,"[57264, 2783, 58266, 20780, 15665, 20785, 68242, 37508, 58129, 65494, 32392, 31142, 66701, 23654, 20850, 48806, 53041, 50422, 19835, 49259]",17.543751999968663,20888,120,21008,"{57264: 1.0, 2783: 1.0, 58266: 1.0, 20780: 0.9, 15665: 0.9, 20785: 0.8, 68242: 0.7, 37508: 0.6, 58129: 0.4, 65494: 0.3, 32392: 0.2, 31142: 0.1, 66701: 0.1, 23654: 0.1, 20850: 0.1, 48806: 0.1, 53041: 0.0, 50422: 0.0, 19835: 0.0, 49259: 0.0}"
displays the latest news in page,"[53555, 3318, 54133, 68523, 16515, 71379, 47802, 70822, 36310, 23820, 39554, 56160, 42736, 36328, 65007, 1205, 20452, 15067, 18565, 23219]",27.267150299972855,22568,120,22688,"{53555: 1.0, 3318: 1.0, 54133: 1.0, 68523: 1.0, 16515: 1.0, 71379: 0.9, 47802: 0.6, 70822: 0.5, 36310: 0.5, 23820: 0.4, 39554: 0.4, 56160: 0.4, 42736: 0.4, 36328: 0.3, 65007: 0.3, 1205: 0.3, 20452: 0.2, 15067: 0.2, 18565: 0.1, 23219: 0.0}"
celebrity news,"[64845, 35531, 62374, 8198, 50096, 39166, 43824, 54133, 66386, 18870, 13837, 36553, 1565, 62518, 71379, 16515, 1570, 62454, 43051, 41590]",21.117266900022514,20796,120,20916,"{64845: 1.0, 35531: 1.0, 62374: 1.0, 8198: 0.8, 50096: 0.8, 39166: 0.4, 43824: 0.3, 54133: 0.2, 66386: 0.2, 18870: 0.2, 13837: 0.1, 36553: 0.1, 1565: 0.1, 62518: 0.1, 71379: 0.0, 16515: 0.0, 1570: 0.0, 62454: 0.0, 43051: 0.0, 41590: 0.0}"
2D graph with a point and its dimensions,"[61057, 54498, 28171, 28178, 54499, 54506, 54503, 44202, 54502, 2182, 18785, 10143, 68768, 64823, 12651, 36669, 28616, 51884, 20334, 20329]",29.952262199949473,20916,120,21036,"{61057: 1.0, 54498: 0.8, 28171: 0.6, 28178: 0.6, 54499: 0.3, 54506: 0.3, 54503: 0.3, 44202: 0.3, 54502: 0.1, 2182: 0.1, 18785: 0.1, 10143: 0.1, 68768: 0.0, 64823: 0.0, 12651: 0.0, 36669: 0.0, 28616: 0.0, 51884: 0.0, 20334: 0.0, 20329: 0.0}"
blood glucose tracker side bar,"[47499, 47504, 5816, 47505, 8520, 57507, 47502, 71582, 4688, 51782, 4503, 47503, 64939, 37821, 5803, 58146, 39596, 39600, 69142, 68962]",21.58247439999832,23200,120,23320,"{47499: 1.0, 47504: 1.0, 5816: 0.8, 47505: 0.6, 8520: 0.6, 57507: 0.5, 47502: 0.3, 71582: 0.2, 4688: 0.2, 51782: 0.2, 4503: 0.2, 47503: 0.1, 64939: 0.1, 37821: 0.1, 5803: 0.0, 58146: 0.0, 39596: 0.0, 39600: 0.0, 69142: 0.0, 68962: 0.0}"
Japanese anime books and ads,"[50541, 24769, 57209, 1616, 26793, 40153, 4000, 14602, 61351, 22219, 25345, 25397, 24714, 52517, 39171, 39173, 22216, 45340, 6968, 62637]",21.37823450000724,21840,120,21960,"{50541: 1.0, 24769: 1.0, 57209: 0.9, 1616: 0.8, 26793: 0.7, 40153: 0.7, 4000: 0.7, 14602: 0.5, 61351: 0.3, 22219: 0.2, 25345: 0.2, 25397: 0.2, 24714: 0.1, 52517: 0.1, 39171: 0.1, 39173: 0.1, 22216: 0.0, 45340: 0.0, 6968: 0.0, 62637: 0.0}"
"weather details with temperature, pressure and relative humidity","[53167, 35327, 36325, 66930, 54919, 25852, 51071, 37413, 46540, 28349, 26022, 36332, 54533, 63695, 29312, 65446, 54924, 58863, 68011, 25849]",25.983789999969304,21596,120,21716,"{53167: 1.0, 35327: 1.0, 36325: 1.0, 66930: 1.0, 54919: 1.0, 25852: 1.0, 51071: 1.0, 37413: 1.0, 46540: 0.9, 28349: 0.9, 26022: 0.9, 36332: 0.8, 54533: 0.7, 63695: 0.4, 29312: 0.2, 65446: 0.1, 54924: 0.1, 58863: 0.1, 68011: 0.1, 25849: 0.1}"
details for disclaimer,"[39263, 39211, 46997, 70874, 38067, 24293, 39212, 41826, 46418, 32973, 40654, 40640, 16662, 63619, 62940, 40641, 62943, 10772, 67984, 49259]",25.72730909998063,21112,120,21232,"{39263: 1.0, 39211: 1.0, 46997: 1.0, 70874: 1.0, 38067: 0.9, 24293: 0.7, 39212: 0.5, 41826: 0.4, 46418: 0.2, 32973: 0.2, 40654: 0.2, 40640: 0.2, 16662: 0.2, 63619: 0.1, 62940: 0.1, 40641: 0.1, 62943: 0.0, 10772: 0.0, 67984: 0.0, 49259: 0.0}"
information description with login button,"[32639, 16266, 13352, 5593, 27758, 42470, 61528, 46884, 7293, 19432, 69952, 71511, 25112, 63599, 61167, 33358, 63601, 12865, 61236, 29177]",26.63621259998763,23200,120,23320,"{32639: 1.0, 16266: 1.0, 13352: 0.9, 5593: 0.9, 27758: 0.9, 42470: 0.8, 61528: 0.8, 46884: 0.8, 7293: 0.7, 19432: 0.7, 69952: 0.6, 71511: 0.6, 25112: 0.6, 63599: 0.4, 61167: 0.2, 33358: 0.2, 63601: 0.1, 12865: 0.1, 61236: 0.1, 29177: 0.1}"
google map with details,"[2209, 53736, 12353, 63609, 63614, 2210, 2211, 42723, 13257, 70756, 13254, 60544, 16910, 12388, 57641, 56256, 2754, 24475, 2543, 56275]",22.3353652000078,21816,120,21936,"{2209: 1.0, 53736: 1.0, 12353: 0.9, 63609: 0.9, 63614: 0.9, 2210: 0.8, 2211: 0.8, 42723: 0.8, 13257: 0.6, 70756: 0.6, 13254: 0.5, 60544: 0.5, 16910: 0.5, 12388: 0.4, 57641: 0.1, 56256: 0.1, 2754: 0.1, 24475: 0.1, 2543: 0.0, 56275: 0.0}"
2D model of solunar clock,"[54641, 54642, 29683, 31205, 44683, 69797, 54643, 23601, 17913, 47254, 30607, 38688, 47241, 24037, 24042, 24027, 3856, 3294, 18248, 40998]",18.531024899974,22228,120,22348,"{54641: 1.0, 54642: 1.0, 29683: 0.6, 31205: 0.6, 44683: 0.6, 69797: 0.4, 54643: 0.2, 23601: 0.2, 17913: 0.2, 47254: 0.2, 30607: 0.1, 38688: 0.1, 47241: 0.1, 24037: 0.0, 24042: 0.0, 24027: 0.0, 3856: 0.0, 3294: 0.0, 18248: 0.0, 40998: 0.0}"
add location by pinning the place,"[10610, 61703, 62872, 40686, 71246, 3920, 43193, 8574, 3924, 43184, 59525, 1469, 9898, 50631, 45909, 64891, 64897, 64888, 28150, 28124]",24.220668199996,21548,120,21668,"{10610: 1.0, 61703: 1.0, 62872: 1.0, 40686: 0.9, 71246: 0.9, 3920: 0.9, 43193: 0.8, 8574: 0.8, 3924: 0.7, 43184: 0.7, 59525: 0.6, 1469: 0.5, 9898: 0.4, 50631: 0.3, 45909: 0.2, 64891: 0.2, 64897: 0.1, 64888: 0.0, 28150: 0.0, 28124: 0.0}"
various emojis,"[62124, 39106, 61714, 38291, 13442, 38363, 22928, 10909, 70498, 38349, 26243, 4205, 64948, 17567, 46156, 6854, 71, 2524, 37295, 70500]",22.080856599961407,21792,120,21912,"{62124: 1.0, 39106: 1.0, 61714: 1.0, 38291: 0.8, 13442: 0.7, 38363: 0.5, 22928: 0.3, 10909: 0.3, 70498: 0.2, 38349: 0.1, 26243: 0.0, 4205: 0.0, 64948: 0.0, 17567: 0.0, 46156: 0.0, 6854: 0.0, 71: 0.0, 2524: 0.0, 37295: 0.0, 70500: 0.0}"
football match details with upcoming match information,"[57925, 30357, 57923, 24991, 57926, 15554, 43102, 54752, 51475, 43109, 53563, 51476, 13890, 13906, 13896, 13895, 13915, 13898, 10622, 13903]",17.58843510004226,19848,120,19968,"{57925: 1.0, 30357: 0.8, 57923: 0.8, 24991: 0.7, 57926: 0.7, 15554: 0.7, 43102: 0.5, 54752: 0.3, 51475: 0.3, 43109: 0.3, 53563: 0.2, 51476: 0.1, 13890: 0.0, 13906: 0.0, 13896: 0.0, 13895: 0.0, 13915: 0.0, 13898: 0.0, 10622: 0.0, 13903: 0.0}"
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37236, 37233, 37232, 11383, 3991, 56991, 6257, 11384, 61538, 3989, 26031, 31527, 9015, 35694, 61463, 56998, 70058, 56994, 35701, 70056]",20.031722799991257,21496,120,21616,"{37236: 1.0, 37233: 1.0, 37232: 0.9, 11383: 0.2, 3991: 0.2, 56991: 0.1, 6257: 0.1, 11384: 0.1, 61538: 0.1, 3989: 0.1, 26031: 0.1, 31527: 0.0, 9015: 0.0, 35694: 0.0, 61463: 0.0, 56998: 0.0, 70058: 0.0, 56994: 0.0, 35701: 0.0, 70056: 0.0}"
informations about Grace Chan,"[17255, 61853, 1080, 36565, 37842, 37862, 39318, 37852, 61860, 29515, 30994, 30990, 70405, 50993, 545, 29521, 27807, 66725, 39317, 43064]",26.696544399950653,21156,120,21276,"{17255: 1.0, 61853: 1.0, 1080: 0.9, 36565: 0.8, 37842: 0.6, 37862: 0.4, 39318: 0.4, 37852: 0.3, 61860: 0.2, 29515: 0.1, 30994: 0.0, 30990: 0.0, 70405: 0.0, 50993: 0.0, 545: 0.0, 29521: 0.0, 27807: 0.0, 66725: 0.0, 39317: 0.0, 43064: 0.0}"
UI for share and add location screen,"[59781, 22080, 49233, 12147, 68076, 12355, 31522, 41625, 40348, 40346, 41623, 12162, 39237, 7653, 40349, 15312, 18958, 12167, 15505, 39571]",28.889613199979067,22568,120,22688,"{59781: 1.0, 22080: 1.0, 49233: 1.0, 12147: 1.0, 68076: 0.8, 12355: 0.7, 31522: 0.7, 41625: 0.5, 40348: 0.2, 40346: 0.2, 41623: 0.2, 12162: 0.1, 39237: 0.0, 7653: 0.0, 40349: 0.0, 15312: 0.0, 18958: 0.0, 12167: 0.0, 15505: 0.0, 39571: 0.0}"
Months of a year from January to November with a radio button to choose,"[15298, 48591, 56729, 64533, 59581, 25408, 11977, 60445, 15356, 51056, 57993, 12409, 60976, 43422, 28181, 9559, 42782, 18499, 11640, 11642]",21.34438730002148,22736,120,22856,"{15298: 1.0, 48591: 0.9, 56729: 0.4, 64533: 0.3, 59581: 0.1, 25408: 0.1, 11977: 0.1, 60445: 0.1, 15356: 0.1, 51056: 0.1, 57993: 0.1, 12409: 0.1, 60976: 0.1, 43422: 0.1, 28181: 0.0, 9559: 0.0, 42782: 0.0, 18499: 0.0, 11640: 0.0, 11642: 0.0}"
emoticons of yellow faces to choose from,"[30432, 30433, 22255, 30431, 41700, 37354, 35887, 33561, 68987, 41478, 11632, 31179, 55875, 31181, 72194, 28001, 60631, 13309, 18792, 61838]",22.90277280000737,22276,120,22396,"{30432: 1.0, 30433: 1.0, 22255: 1.0, 30431: 0.5, 41700: 0.3, 37354: 0.3, 35887: 0.3, 33561: 0.2, 68987: 0.1, 41478: 0.1, 11632: 0.0, 31179: 0.0, 55875: 0.0, 31181: 0.0, 72194: 0.0, 28001: 0.0, 60631: 0.0, 13309: 0.0, 18792: 0.0, 61838: 0.0}"
Ui for user profile,"[47364, 39606, 49799, 3701, 60542, 1583, 40818, 62147, 67745, 10203, 40556, 39237, 10217, 7653, 40348, 40346, 41623, 24785, 7740, 40349]",24.2378959999769,22836,120,22956,"{47364: 1.0, 39606: 1.0, 49799: 1.0, 3701: 1.0, 60542: 1.0, 1583: 0.9, 40818: 0.9, 62147: 0.8, 67745: 0.7, 10203: 0.6, 40556: 0.4, 39237: 0.3, 10217: 0.3, 7653: 0.2, 40348: 0.1, 40346: 0.1, 41623: 0.1, 24785: 0.0, 7740: 0.0, 40349: 0.0}"
word levels,"[23247, 35547, 57064, 54891, 18097, 19209, 57067, 4252, 63973, 23179, 45690, 61828, 4250, 11674, 37849, 48413, 29265, 29258, 12117, 29261]",25.755619300005492,20748,120,20868,"{23247: 1.0, 35547: 1.0, 57064: 0.9, 54891: 0.8, 18097: 0.8, 19209: 0.8, 57067: 0.8, 4252: 0.6, 63973: 0.5, 23179: 0.4, 45690: 0.4, 61828: 0.4, 4250: 0.3, 11674: 0.3, 37849: 0.3, 48413: 0.2, 29265: 0.2, 29258: 0.2, 12117: 0.1, 29261: 0.1}"
contact details form,"[25713, 15513, 2837, 64300, 64299, 65494, 6861, 66701, 29981, 59279, 10286, 66696, 3372, 46777, 54543, 39054, 17044, 15867, 15038, 15043]",17.14321349997772,20772,120,20892,"{25713: 1.0, 15513: 1.0, 2837: 0.9, 64300: 0.8, 64299: 0.8, 65494: 0.6, 6861: 0.6, 66701: 0.4, 29981: 0.4, 59279: 0.4, 10286: 0.3, 66696: 0.3, 3372: 0.2, 46777: 0.2, 54543: 0.2, 39054: 0.2, 17044: 0.1, 15867: 0.1, 15038: 0.0, 15043: 0.0}"
List of blocked accounts and contacts,"[44156, 35058, 44152, 57178, 3444, 27392, 44159, 19618, 44153, 44151, 44157, 63748, 48823, 31533, 2594, 66872, 43097, 10590, 37277, 52021]",20.79132620000746,21864,120,21984,"{44156: 1.0, 35058: 0.9, 44152: 0.9, 57178: 0.9, 3444: 0.8, 27392: 0.7, 44159: 0.7, 19618: 0.7, 44153: 0.7, 44151: 0.7, 44157: 0.6, 63748: 0.4, 48823: 0.4, 31533: 0.2, 2594: 0.2, 66872: 0.1, 43097: 0.1, 10590: 0.1, 37277: 0.1, 52021: 0.1}"
photo preview app with zoomIn zoomOut options,"[69708, 13306, 49337, 22591, 31109, 18795, 22596, 5847, 20273, 20276, 36316, 51574, 49456, 36321, 20057, 18796, 18799, 19983, 35897, 19988]",25.721982199989725,20916,120,21036,"{69708: 0.7, 13306: 0.7, 49337: 0.4, 22591: 0.4, 31109: 0.4, 18795: 0.3, 22596: 0.3, 5847: 0.2, 20273: 0.2, 20276: 0.2, 36316: 0.2, 51574: 0.2, 49456: 0.1, 36321: 0.1, 20057: 0.0, 18796: 0.0, 18799: 0.0, 19983: 0.0, 35897: 0.0, 19988: 0.0}"
page that display the questions  with options,"[30849, 56520, 44436, 52303, 4505, 7519, 66489, 59470, 59473, 59472, 50286, 71647, 59478, 37795, 30245, 6888, 60424, 37796, 37797, 2274]",19.335084600024857,22592,120,22712,"{30849: 1.0, 56520: 1.0, 44436: 1.0, 52303: 0.8, 4505: 0.7, 7519: 0.7, 66489: 0.6, 59470: 0.6, 59473: 0.4, 59472: 0.3, 50286: 0.2, 71647: 0.2, 59478: 0.1, 37795: 0.1, 30245: 0.1, 6888: 0.1, 60424: 0.1, 37796: 0.0, 37797: 0.0, 2274: 0.0}"
