query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
blood test with data entry and unit selection,"[25151, 47504, 70705, 47501, 57505, 70706, 28111, 19249, 39287, 64939, 41104, 41116, 45400, 15987, 28106, 37821, 26562, 31788, 53187, 61736]",17.022836300020572,46820,120,46940,"{25151: 0.9, 47504: 0.9, 70705: 0.4, 47501: 0.3, 57505: 0.3, 70706: 0.3, 28111: 0.2, 19249: 0.2, 39287: 0.1, 64939: 0.1, 41104: 0.0, 41116: 0.0, 45400: 0.0, 15987: 0.0, 28106: 0.0, 37821: 0.0, 26562: 0.0, 31788: 0.0, 53187: 0.0, 61736: 0.0}"
profile window with a button to take a photo or select it from galary,"[38348, 1883, 46344, 28870, 36667, 52584, 38290, 43962, 38814, 13038, 19585, 63652, 56078, 24596, 29111, 63601, 63599, 14492, 34, 12865]",44.941277600009926,48600,120,48720,"{38348: 1.0, 1883: 1.0, 46344: 1.0, 28870: 0.9, 36667: 0.9, 52584: 0.9, 38290: 0.8, 43962: 0.7, 38814: 0.3, 13038: 0.3, 19585: 0.2, 63652: 0.2, 56078: 0.1, 24596: 0.1, 29111: 0.0, 63601: 0.0, 63599: 0.0, 14492: 0.0, 34: 0.0, 12865: 0.0}"
voice changer with many buttons,"[45268, 60021, 27391, 64422, 53403, 31727, 52821, 61201, 55271, 52822, 18567, 61544, 32898, 45162, 43372, 38432, 45489, 46993, 38430, 44680]",17.902781300013885,33820,120,33940,"{45268: 0.7, 60021: 0.5, 27391: 0.4, 64422: 0.3, 53403: 0.3, 31727: 0.3, 52821: 0.2, 61201: 0.2, 55271: 0.2, 52822: 0.1, 18567: 0.1, 61544: 0.1, 32898: 0.1, 45162: 0.1, 43372: 0.1, 38432: 0.1, 45489: 0.1, 46993: 0.0, 38430: 0.0, 44680: 0.0}"
a list of songs,"[40380, 40384, 54771, 55483, 26972, 852, 9672, 61572, 53287, 53292, 29732, 9676, 53289, 9681, 48993, 9680, 47456, 53282, 9981, 70394]",13.164010100008454,45104,120,45224,"{40380: 1.0, 40384: 1.0, 54771: 1.0, 55483: 0.9, 26972: 0.9, 852: 0.9, 9672: 0.8, 61572: 0.8, 53287: 0.7, 53292: 0.7, 29732: 0.7, 9676: 0.7, 53289: 0.6, 9681: 0.6, 48993: 0.4, 9680: 0.3, 47456: 0.3, 53282: 0.3, 9981: 0.2, 70394: 0.1}"
Information with sharing and saving option,"[53446, 23149, 57917, 62888, 61684, 47400, 36879, 67334, 3772, 7260, 31172, 42402, 42407, 67440, 34569, 38513, 67673, 49336, 49332, 49344]",18.379472800006624,45156,120,45276,"{53446: 0.9, 23149: 0.9, 57917: 0.8, 62888: 0.7, 61684: 0.7, 47400: 0.7, 36879: 0.6, 67334: 0.6, 3772: 0.6, 7260: 0.4, 31172: 0.3, 42402: 0.3, 42407: 0.3, 67440: 0.3, 34569: 0.2, 38513: 0.1, 67673: 0.1, 49336: 0.1, 49332: 0.1, 49344: 0.1}"
"Shop for Men's,Women's and Kids","[25923, 479, 53496, 3495, 9506, 67659, 24213, 33044, 19033, 55910, 2453, 3526, 23941, 18147, 17860, 39575, 12421, 12424, 34549, 11267]",17.985802199982572,46796,120,46916,"{25923: 1.0, 479: 1.0, 53496: 0.9, 3495: 0.9, 9506: 0.8, 67659: 0.7, 24213: 0.7, 33044: 0.6, 19033: 0.3, 55910: 0.1, 2453: 0.1, 3526: 0.0, 23941: 0.0, 18147: 0.0, 17860: 0.0, 39575: 0.0, 12421: 0.0, 12424: 0.0, 34549: 0.0, 11267: 0.0}"
home page of dictionary with word of day,"[61315, 7799, 8146, 11593, 61345, 61333, 35614, 61348, 61344, 61339, 63971, 71905, 71902, 71913, 45665, 48413, 2266, 27819, 30659, 28481]",17.38055910001276,48436,120,48556,"{61315: 1.0, 7799: 0.9, 8146: 0.9, 11593: 0.8, 61345: 0.7, 61333: 0.7, 35614: 0.7, 61348: 0.7, 61344: 0.6, 61339: 0.6, 63971: 0.3, 71905: 0.3, 71902: 0.3, 71913: 0.3, 45665: 0.2, 48413: 0.2, 2266: 0.1, 27819: 0.1, 30659: 0.1, 28481: 0.1}"
It display the Map with search bar,"[48325, 52816, 60544, 66555, 62878, 60543, 52129, 66563, 43743, 28540, 29647, 14689, 54527, 65263, 49178, 32239, 32246, 9978, 9970, 30729]",22.135099500010256,45176,120,45296,"{48325: 1.0, 52816: 0.9, 60544: 0.9, 66555: 0.9, 62878: 0.9, 60543: 0.9, 52129: 0.8, 66563: 0.8, 43743: 0.7, 28540: 0.7, 29647: 0.6, 14689: 0.3, 54527: 0.1, 65263: 0.0, 49178: 0.0, 32239: 0.0, 32246: 0.0, 9978: 0.0, 9970: 0.0, 30729: 0.0}"
Tiny Scanner,"[60292, 64675, 42568, 60293, 59411, 66344, 64676, 60291, 62591, 6134, 66873, 1764, 33692, 6787, 33506, 60307, 68681, 6585, 42569, 58984]",18.45256890001474,45060,120,45180,"{60292: 1.0, 64675: 1.0, 42568: 0.9, 60293: 0.9, 59411: 0.9, 66344: 0.8, 64676: 0.6, 60291: 0.6, 62591: 0.3, 6134: 0.2, 66873: 0.1, 1764: 0.1, 33692: 0.1, 6787: 0.1, 33506: 0.1, 60307: 0.1, 68681: 0.1, 6585: 0.0, 42569: 0.0, 58984: 0.0}"
Login with radio button with calendar,"[22878, 29481, 59581, 9149, 47741, 22542, 35129, 54640, 65193, 33336, 9559, 59561, 35133, 59568, 35128, 64081, 71515, 59570, 71519, 71512]",23.685380700044334,45156,120,45276,"{22878: 0.7, 29481: 0.6, 59581: 0.4, 9149: 0.4, 47741: 0.3, 22542: 0.3, 35129: 0.3, 54640: 0.3, 65193: 0.2, 33336: 0.2, 9559: 0.1, 59561: 0.1, 35133: 0.1, 59568: 0.1, 35128: 0.1, 64081: 0.1, 71515: 0.1, 59570: 0.0, 71519: 0.0, 71512: 0.0}"
sign up with welcome Bonus,"[34735, 66116, 34739, 57558, 35776, 42979, 43632, 36003, 13707, 10119, 53258, 41205, 1851, 36001, 63920, 63931, 15879, 53432, 46962, 53421]",16.028983300027903,40284,120,40404,"{34735: 1.0, 66116: 0.9, 34739: 0.8, 57558: 0.8, 35776: 0.6, 42979: 0.4, 43632: 0.4, 36003: 0.3, 13707: 0.3, 10119: 0.3, 53258: 0.2, 41205: 0.2, 1851: 0.2, 36001: 0.1, 63920: 0.1, 63931: 0.1, 15879: 0.1, 53432: 0.0, 46962: 0.0, 53421: 0.0}"
a news and an advertisement,"[7743, 68871, 54133, 51334, 68882, 68886, 71379, 10809, 68816, 26746, 13837, 1565, 64701, 16515, 65048, 10078, 10090, 7758, 60725, 1570]",25.370229299995117,41896,120,42016,"{7743: 1.0, 68871: 1.0, 54133: 0.9, 51334: 0.9, 68882: 0.9, 68886: 0.9, 71379: 0.8, 10809: 0.8, 68816: 0.8, 26746: 0.7, 13837: 0.7, 1565: 0.7, 64701: 0.7, 16515: 0.4, 65048: 0.3, 10078: 0.3, 10090: 0.3, 7758: 0.3, 60725: 0.2, 1570: 0.1}"
a sreen to enter the personal details,"[57264, 2783, 20780, 68242, 20785, 15665, 58266, 37508, 58129, 65494, 32392, 48806, 53041, 50422, 20850, 31142, 66701, 23654, 19835, 49259]",16.28767330001574,38736,120,38856,"{57264: 1.0, 2783: 1.0, 20780: 0.9, 68242: 0.9, 20785: 0.8, 15665: 0.8, 58266: 0.8, 37508: 0.6, 58129: 0.4, 65494: 0.3, 32392: 0.2, 48806: 0.2, 53041: 0.1, 50422: 0.1, 20850: 0.1, 31142: 0.0, 66701: 0.0, 23654: 0.0, 19835: 0.0, 49259: 0.0}"
displays the latest news in page,"[53555, 3318, 54133, 71379, 16515, 68523, 36310, 47802, 70822, 1205, 65007, 23820, 36328, 56160, 15067, 39554, 42736, 23219, 20452, 18565]",24.170568700006697,46796,120,46916,"{53555: 1.0, 3318: 1.0, 54133: 1.0, 71379: 0.9, 16515: 0.9, 68523: 0.8, 36310: 0.8, 47802: 0.7, 70822: 0.7, 1205: 0.7, 65007: 0.6, 23820: 0.3, 36328: 0.3, 56160: 0.3, 15067: 0.2, 39554: 0.1, 42736: 0.1, 23219: 0.0, 20452: 0.0, 18565: 0.0}"
celebrity news,"[64845, 35531, 62374, 8198, 50096, 36553, 66386, 39166, 18870, 43824, 54133, 16515, 1570, 1565, 43051, 62518, 41590, 13837, 71379, 62454]",30.7591822000104,38644,120,38764,"{64845: 1.0, 35531: 1.0, 62374: 0.9, 8198: 0.7, 50096: 0.6, 36553: 0.4, 66386: 0.2, 39166: 0.2, 18870: 0.2, 43824: 0.2, 54133: 0.1, 16515: 0.1, 1570: 0.1, 1565: 0.1, 43051: 0.1, 62518: 0.1, 41590: 0.1, 13837: 0.0, 71379: 0.0, 62454: 0.0}"
2D graph with a point and its dimensions,"[61057, 28171, 28178, 44202, 54498, 54499, 18785, 54502, 2182, 54506, 54503, 51884, 20334, 10143, 68768, 64823, 12651, 36669, 28616, 20329]",18.235488799982704,38764,120,38884,"{61057: 1.0, 28171: 0.7, 28178: 0.7, 44202: 0.5, 54498: 0.3, 54499: 0.2, 18785: 0.2, 54502: 0.1, 2182: 0.1, 54506: 0.1, 54503: 0.1, 51884: 0.1, 20334: 0.1, 10143: 0.1, 68768: 0.0, 64823: 0.0, 12651: 0.0, 36669: 0.0, 28616: 0.0, 20329: 0.0}"
blood glucose tracker side bar,"[47499, 47504, 51782, 5816, 8520, 57507, 47505, 4688, 71582, 47503, 64939, 39600, 4503, 69142, 37821, 68962, 5803, 47502, 58146, 39596]",18.151943300035782,49980,120,50100,"{47499: 1.0, 47504: 1.0, 51782: 0.7, 5816: 0.7, 8520: 0.6, 57507: 0.5, 47505: 0.2, 4688: 0.2, 71582: 0.1, 47503: 0.1, 64939: 0.1, 39600: 0.1, 4503: 0.1, 69142: 0.1, 37821: 0.1, 68962: 0.1, 5803: 0.0, 47502: 0.0, 58146: 0.0, 39596: 0.0}"
Japanese anime books and ads,"[50541, 24769, 26793, 1616, 57209, 40153, 4000, 22219, 61351, 14602, 25397, 24714, 22216, 25345, 6968, 39171, 39173, 45340, 52517, 62637]",20.836702700005844,43516,120,43636,"{50541: 0.9, 24769: 0.9, 26793: 0.8, 1616: 0.8, 57209: 0.7, 40153: 0.6, 4000: 0.5, 22219: 0.3, 61351: 0.3, 14602: 0.2, 25397: 0.2, 24714: 0.1, 22216: 0.1, 25345: 0.1, 6968: 0.1, 39171: 0.1, 39173: 0.1, 45340: 0.0, 52517: 0.0, 62637: 0.0}"
"weather details with temperature, pressure and relative humidity","[53167, 66930, 46540, 28349, 26022, 35327, 36325, 54919, 25852, 51071, 36332, 37413, 54533, 63695, 29312, 65446, 54924, 58863, 68011, 25849]",14.361224099993706,41996,120,42116,"{53167: 1.0, 66930: 1.0, 46540: 1.0, 28349: 1.0, 26022: 1.0, 35327: 0.9, 36325: 0.9, 54919: 0.9, 25852: 0.9, 51071: 0.9, 36332: 0.9, 37413: 0.9, 54533: 0.7, 63695: 0.5, 29312: 0.2, 65446: 0.1, 54924: 0.1, 58863: 0.1, 68011: 0.1, 25849: 0.1}"
details for disclaimer,"[39263, 39211, 24293, 46997, 38067, 39212, 70874, 62940, 41826, 16662, 63619, 46418, 32973, 40654, 40640, 40641, 67984, 49259, 62943, 10772]",23.156529799976852,40236,120,40356,"{39263: 1.0, 39211: 1.0, 24293: 0.9, 46997: 0.9, 38067: 0.9, 39212: 0.8, 70874: 0.8, 62940: 0.2, 41826: 0.2, 16662: 0.2, 63619: 0.1, 46418: 0.1, 32973: 0.1, 40654: 0.1, 40640: 0.1, 40641: 0.1, 67984: 0.1, 49259: 0.1, 62943: 0.0, 10772: 0.0}"
information description with login button,"[32639, 42470, 13352, 5593, 16266, 27758, 46884, 71511, 19432, 25112, 61528, 69952, 7293, 63599, 33358, 12865, 61236, 29177, 63601, 61167]",13.265344100014772,49980,120,50100,"{32639: 1.0, 42470: 1.0, 13352: 0.9, 5593: 0.9, 16266: 0.9, 27758: 0.9, 46884: 0.9, 71511: 0.8, 19432: 0.8, 25112: 0.8, 61528: 0.7, 69952: 0.6, 7293: 0.6, 63599: 0.2, 33358: 0.2, 12865: 0.1, 61236: 0.1, 29177: 0.1, 63601: 0.0, 61167: 0.0}"
google map with details,"[70756, 2209, 53736, 12353, 2210, 2211, 63614, 63609, 12388, 60544, 13254, 13257, 42723, 16910, 57641, 2543, 2754, 24475, 56256, 56275]",21.60957700002473,43492,120,43612,"{70756: 1.0, 2209: 1.0, 53736: 1.0, 12353: 0.9, 2210: 0.9, 2211: 0.9, 63614: 0.9, 63609: 0.8, 12388: 0.8, 60544: 0.7, 13254: 0.6, 13257: 0.6, 42723: 0.6, 16910: 0.6, 57641: 0.4, 2543: 0.3, 2754: 0.3, 24475: 0.3, 56256: 0.1, 56275: 0.0}"
2D model of solunar clock,"[54641, 54642, 54643, 69797, 29683, 31205, 44683, 3856, 30607, 38688, 23601, 47241, 17913, 47254, 24037, 24042, 24027, 3294, 18248, 40998]",11.906342200003564,45180,120,45300,"{54641: 1.0, 54642: 1.0, 54643: 0.8, 69797: 0.7, 29683: 0.3, 31205: 0.3, 44683: 0.3, 3856: 0.1, 30607: 0.1, 38688: 0.1, 23601: 0.1, 47241: 0.1, 17913: 0.1, 47254: 0.1, 24037: 0.0, 24042: 0.0, 24027: 0.0, 3294: 0.0, 18248: 0.0, 40998: 0.0}"
add location by pinning the place,"[61703, 40686, 3920, 62872, 10610, 43193, 71246, 43184, 3924, 8574, 9898, 59525, 1469, 45909, 50631, 64891, 28124, 64888, 28150, 64897]",14.775833899970166,41948,120,42068,"{61703: 1.0, 40686: 0.9, 3920: 0.9, 62872: 0.9, 10610: 0.8, 43193: 0.8, 71246: 0.8, 43184: 0.8, 3924: 0.7, 8574: 0.7, 9898: 0.7, 59525: 0.6, 1469: 0.4, 45909: 0.3, 50631: 0.3, 64891: 0.2, 28124: 0.1, 64888: 0.0, 28150: 0.0, 64897: 0.0}"
various emojis,"[62124, 39106, 61714, 13442, 38291, 22928, 10909, 38363, 26243, 38349, 4205, 64948, 17567, 46156, 6854, 71, 2524, 70498, 37295, 70500]",18.195053199946415,43468,120,43588,"{62124: 1.0, 39106: 1.0, 61714: 0.9, 13442: 0.9, 38291: 0.8, 22928: 0.7, 10909: 0.7, 38363: 0.7, 26243: 0.1, 38349: 0.1, 4205: 0.0, 64948: 0.0, 17567: 0.0, 46156: 0.0, 6854: 0.0, 71: 0.0, 2524: 0.0, 70498: 0.0, 37295: 0.0, 70500: 0.0}"
football match details with upcoming match information,"[57925, 15554, 30357, 57923, 24991, 57926, 51475, 43102, 53563, 54752, 51476, 43109, 13890, 13906, 13896, 13895, 13915, 13898, 10622, 13903]",14.35799740004586,33868,120,33988,"{57925: 1.0, 15554: 1.0, 30357: 0.9, 57923: 0.9, 24991: 0.7, 57926: 0.7, 51475: 0.7, 43102: 0.4, 53563: 0.3, 54752: 0.3, 51476: 0.1, 43109: 0.1, 13890: 0.0, 13906: 0.0, 13896: 0.0, 13895: 0.0, 13915: 0.0, 13898: 0.0, 10622: 0.0, 13903: 0.0}"
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[37236, 37233, 37232, 11383, 3991, 56991, 11384, 3989, 56994, 31527, 6257, 9015, 35694, 61463, 56998, 70058, 61538, 26031, 35701, 70056]",12.324009599979036,40620,120,40740,"{37236: 0.9, 37233: 0.9, 37232: 0.7, 11383: 0.2, 3991: 0.2, 56991: 0.1, 11384: 0.1, 3989: 0.1, 56994: 0.1, 31527: 0.0, 6257: 0.0, 9015: 0.0, 35694: 0.0, 61463: 0.0, 56998: 0.0, 70058: 0.0, 61538: 0.0, 26031: 0.0, 35701: 0.0, 70056: 0.0}"
informations about Grace Chan,"[61853, 17255, 1080, 39318, 37842, 37852, 36565, 37862, 545, 70405, 50993, 61860, 30994, 30990, 29521, 27807, 66725, 39317, 29515, 43064]",15.390105800004676,40280,120,40400,"{61853: 0.9, 17255: 0.8, 1080: 0.8, 39318: 0.4, 37842: 0.3, 37852: 0.3, 36565: 0.3, 37862: 0.2, 545: 0.2, 70405: 0.1, 50993: 0.1, 61860: 0.1, 30994: 0.0, 30990: 0.0, 29521: 0.0, 27807: 0.0, 66725: 0.0, 39317: 0.0, 29515: 0.0, 43064: 0.0}"
UI for share and add location screen,"[22080, 12147, 49233, 59781, 12355, 68076, 31522, 41625, 41623, 12162, 40348, 40346, 7653, 15312, 39237, 40349, 18958, 12167, 15505, 39571]",13.494296599994414,46796,120,46916,"{22080: 1.0, 12147: 1.0, 49233: 0.9, 59781: 0.8, 12355: 0.7, 68076: 0.7, 31522: 0.7, 41625: 0.4, 41623: 0.2, 12162: 0.2, 40348: 0.1, 40346: 0.1, 7653: 0.1, 15312: 0.1, 39237: 0.0, 40349: 0.0, 18958: 0.0, 12167: 0.0, 15505: 0.0, 39571: 0.0}"
Months of a year from January to November with a radio button to choose,"[15298, 48591, 64533, 11640, 59581, 15356, 51056, 57993, 56729, 28181, 9559, 42782, 18499, 25408, 11977, 60445, 11642, 12409, 60976, 43422]",20.73983459995361,46964,120,47084,"{15298: 1.0, 48591: 0.7, 64533: 0.3, 11640: 0.2, 59581: 0.1, 15356: 0.1, 51056: 0.1, 57993: 0.1, 56729: 0.1, 28181: 0.0, 9559: 0.0, 42782: 0.0, 18499: 0.0, 25408: 0.0, 11977: 0.0, 60445: 0.0, 11642: 0.0, 12409: 0.0, 60976: 0.0, 43422: 0.0}"
emoticons of yellow faces to choose from,"[30432, 30433, 22255, 30431, 41700, 37354, 33561, 35887, 68987, 60631, 18792, 11632, 31179, 55875, 31181, 41478, 72194, 28001, 13309, 61838]",15.479172799969092,45228,120,45348,"{30432: 1.0, 30433: 1.0, 22255: 0.8, 30431: 0.6, 41700: 0.3, 37354: 0.2, 33561: 0.2, 35887: 0.2, 68987: 0.1, 60631: 0.1, 18792: 0.1, 11632: 0.0, 31179: 0.0, 55875: 0.0, 31181: 0.0, 41478: 0.0, 72194: 0.0, 28001: 0.0, 13309: 0.0, 61838: 0.0}"
Ui for user profile,"[47364, 39606, 1583, 3701, 62147, 49799, 40818, 60542, 67745, 40556, 10203, 10217, 39237, 7653, 40348, 40346, 41623, 24785, 7740, 40349]",12.493823700002395,48340,120,48460,"{47364: 1.0, 39606: 1.0, 1583: 1.0, 3701: 1.0, 62147: 1.0, 49799: 0.9, 40818: 0.9, 60542: 0.9, 67745: 0.7, 40556: 0.4, 10203: 0.3, 10217: 0.2, 39237: 0.1, 7653: 0.1, 40348: 0.0, 40346: 0.0, 41623: 0.0, 24785: 0.0, 7740: 0.0, 40349: 0.0}"
word levels,"[23247, 35547, 19209, 54891, 18097, 61828, 23179, 57067, 12117, 37849, 4252, 45690, 29265, 29258, 4250, 11674, 63973, 57064, 48413, 29261]",10.976243000011891,38596,120,38716,"{23247: 1.0, 35547: 1.0, 19209: 0.8, 54891: 0.7, 18097: 0.7, 61828: 0.7, 23179: 0.6, 57067: 0.6, 12117: 0.4, 37849: 0.4, 4252: 0.3, 45690: 0.3, 29265: 0.3, 29258: 0.3, 4250: 0.2, 11674: 0.2, 63973: 0.1, 57064: 0.1, 48413: 0.1, 29261: 0.1}"
contact details form,"[25713, 15513, 2837, 10286, 59279, 66696, 64300, 64299, 65494, 6861, 3372, 29981, 66701, 54543, 17044, 46777, 15867, 15038, 39054, 15043]",17.444174500007648,38620,120,38740,"{25713: 1.0, 15513: 1.0, 2837: 0.9, 10286: 0.9, 59279: 0.8, 66696: 0.8, 64300: 0.7, 64299: 0.7, 65494: 0.4, 6861: 0.4, 3372: 0.3, 29981: 0.3, 66701: 0.2, 54543: 0.2, 17044: 0.1, 46777: 0.1, 15867: 0.1, 15038: 0.1, 39054: 0.1, 15043: 0.1}"
List of blocked accounts and contacts,"[35058, 44156, 44152, 3444, 44159, 19618, 57178, 44157, 63748, 2594, 44153, 44151, 43097, 27392, 31533, 10590, 48823, 37277, 52021, 66872]",11.244903700018767,43540,120,43660,"{35058: 1.0, 44156: 1.0, 44152: 1.0, 3444: 0.9, 44159: 0.9, 19618: 0.8, 57178: 0.8, 44157: 0.7, 63748: 0.7, 2594: 0.7, 44153: 0.7, 44151: 0.7, 43097: 0.4, 27392: 0.3, 31533: 0.3, 10590: 0.3, 48823: 0.3, 37277: 0.2, 52021: 0.1, 66872: 0.0}"
photo preview app with zoomIn zoomOut options,"[49337, 69708, 13306, 22596, 31109, 20273, 20276, 51574, 5847, 18795, 49456, 22591, 36321, 35897, 20057, 36316, 18796, 18799, 19983, 19988]",13.700638199981768,38764,120,38884,"{49337: 0.7, 69708: 0.6, 13306: 0.6, 22596: 0.6, 31109: 0.4, 20273: 0.3, 20276: 0.3, 51574: 0.3, 5847: 0.2, 18795: 0.1, 49456: 0.1, 22591: 0.1, 36321: 0.1, 35897: 0.1, 20057: 0.0, 36316: 0.0, 18796: 0.0, 18799: 0.0, 19983: 0.0, 19988: 0.0}"
page that display the questions  with options,"[30849, 56520, 44436, 52303, 59470, 4505, 7519, 59473, 59472, 66489, 50286, 37795, 30245, 37796, 59478, 37797, 2274, 71647, 6888, 60424]",17.182423099991865,46820,120,46940,"{30849: 1.0, 56520: 1.0, 44436: 1.0, 52303: 0.8, 59470: 0.7, 4505: 0.6, 7519: 0.6, 59473: 0.3, 59472: 0.3, 66489: 0.2, 50286: 0.1, 37795: 0.1, 30245: 0.1, 37796: 0.0, 59478: 0.0, 37797: 0.0, 2274: 0.0, 71647: 0.0, 6888: 0.0, 60424: 0.0}"
